Numero_PDL;Numero_facture;Segment;Formule_tarifaire_acheminement;Puissance_souscrite;Date_facture;Date_debut_periode;Date_fin_periode;Duree_periode_consommation;Nom_fournisseur;Client_final;Tarif_acheminement;Tarif_taxes_contributions_locales;Tarif_fourniture;Total_TTC;Total_TVA;Total_HTVA;Consommation_BASE;Consommation_HP;Consommation_HC;Consommation_POINTE;Consommation_HPH;Consommation_HCH;Consommation_HPB;Consommation_HCB;Consommation_totale;Depassement;Depassement_puissance_souscrite;Prestations_GRD;Frais_remises_supplementaires
PDL_365;4443;C5;BT ≤ 36 kVA CU-4 SAISONS;6.0 kVA;2025-04-17;2025-02-19;2025-03-18;27;LBE;;16.02;6.07;12.68;39.96;5.1899999999999995;34.77;125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;125.0;0.0;0.0;0.0;0.0
PDL_358;4443;C5;BT ≤ 36 kVA LU;1.3 kVA;2025-04-17;2025-02-26;2025-03-25;27;LBE;;14.5;5.8100000000000005;8.04;31.37;3.02;28.35;85.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.0;0.0;0.0;0.0;0.0
PDL_368;4443;C5;BT ≤ 36 kVA LU;0.8 kVA;2025-04-17;2025-02-27;2025-03-26;27;LBE;;10.089999999999998;3.55;4.9799999999999995;20.38;1.76;18.62;43.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;43.0;0.0;0.0;0.0;0.0
PDL_369;4443;C5;BT ≤ 36 kVA LU;0.5 kVA;2025-04-17;2025-02-27;2025-03-26;27;LBE;;7.789999999999999;3.1100000000000003;5.12;17.68;1.6600000000000001;16.02;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;0.0;0.0;0.0;0.0
PDL_370;4443;C5;BT ≤ 36 kVA LU;2.0 kVA;2025-04-17;2025-02-25;2025-03-24;27;LBE;;19.14;4.85;3.37;29.23;1.87;27.36;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0
PDL_371;4443;C5;BT ≤ 36 kVA LU;1.1 kVA;2025-04-17;2025-03-11;2025-03-11;0;LBE;;0.0;0.0;0.0;-4.8;-0.8;-4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.0;0.0
PDL_371;4443;C5;BT ≤ 36 kVA LU;1.1 kVA;2025-04-17;2025-02-27;2025-03-26;27;LBE;;12.209999999999999;3.4899999999999998;3.74;20.96;1.52;19.44;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0
PDL_372;4443;C5;BT ≤ 36 kVA LU;1.3 kVA;2025-04-17;2025-02-26;2025-03-25;27;LBE;;13.7;3.62;3.3;22.1;1.48;20.62;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0
PDL_373;4443;C5;BT ≤ 36 kVA LU;0.7 kVA;2025-04-17;2025-02-24;2025-03-23;27;LBE;;10.84;7.489999999999999;13.869999999999997;36.82;4.62;32.2;165.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;165.0;0.0;0.0;0.0;0.0
PDL_374;4443;C5;BT ≤ 36 kVA LU;0.7 kVA;2025-04-17;2025-02-22;2025-03-21;27;LBE;;11.379999999999999;8.97;17.080000000000002;43.09;5.66;37.43;209.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;209.0;0.0;0.0;0.0;0.0
PDL_381;4443;C5;BT ≤ 36 kVA LU;0.7 kVA;2025-04-17;2025-02-22;2025-03-21;27;LBE;;9.01;2.54;3.1500000000000004;15.82;1.1199999999999999;14.7;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0
PDL_375;4443;C5;BT ≤ 36 kVA LU;0.9 kVA;2025-04-17;2025-02-23;2025-03-22;27;LBE;;11.07;4.26;6.13;23.65;2.19;21.46;59.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.0;0.0;0.0;0.0;0.0
PDL_376;4443;C5;BT ≤ 36 kVA LU;1.7 kVA;2025-04-17;2025-02-24;2025-03-23;27;LBE;;16.819999999999997;4.37;3.45;26.37;1.73;24.64;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0
PDL_377;4443;C5;BT ≤ 36 kVA LU;6.3 kVA;2025-04-17;2025-02-24;2025-03-23;27;LBE;;71.24000000000001;63.0;113.33;287.58;40.01;247.57;1529.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1529.0;0.0;0.0;0.0;0.0
PDL_378;4443;C5;BT ≤ 36 kVA LU;4.6 kVA;2025-04-17;2025-02-24;2025-03-23;27;LBE;;49.35;36.510000000000005;62.290000000000006;170.6;22.45;148.15;829.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;829.0;0.0;0.0;0.0;0.0
PDL_379;4443;C5;BT ≤ 36 kVA LU;3.9 kVA;2025-04-17;2025-02-24;2025-03-23;27;LBE;;38.49;20.56;30.36;101.08;11.67;89.41;391.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;391.0;0.0;0.0;0.0;0.0
PDL_380;4443;C5;BT ≤ 36 kVA LU;1.2 kVA;2025-04-17;2025-02-21;2025-03-20;27;LBE;;13.08;3.8899999999999997;4.25;22.96;1.74;21.22;33.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;0.0;0.0;0.0;0.0
PDL_367;4443;C5;BT ≤ 36 kVA LU;1.2 kVA;2025-04-17;2025-02-19;2025-03-18;27;LBE;;12.84;3.25;2.85;20.22;1.28;18.94;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0
PDL_22;4443;C5;BT ≤ 36 kVA LU;2.3 kVA;2025-04-17;2025-03-07;2025-04-06;30;LBE;;27.2;22.66;41.34;105.52;14.32;91.2;539.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;539.0;0.0;0.0;0.0;0.0
PDL_366;4443;C5;BT ≤ 36 kVA LU;4.3 kVA;2025-04-17;2025-02-21;2025-03-20;27;LBE;;45.46;31.75;53.09;149.6;19.3;130.3;703.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;703.0;0.0;0.0;0.0;0.0
PDL_363;4443;C5;BT ≤ 36 kVA LU;12.3 kVA;2025-04-17;2025-02-22;2025-03-21;27;LBE;;107.75999999999999;45.84;54.13;231.53;23.8;207.73;717.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;717.0;0.0;0.0;0.0;0.0
PDL_359;4443;C5;BT ≤ 36 kVA LU;5.8 kVA;2025-04-17;2025-02-27;2025-03-26;27;LBE;;67.93;63.72;116.76;289.27;40.86;248.41;1576.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1576.0;0.0;0.0;0.0;0.0
PDL_360;4443;C5;BT ≤ 36 kVA CU-4 SAISONS;12.0 kVA;2025-04-17;2025-02-21;2025-03-20;27;LBE;;19.369999999999997;6.02;8.4;37.87;4.08;33.79;90.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0;0.0;0.0;0.0;0.0
PDL_361;4443;C5;BT ≤ 36 kVA CU-4 SAISONS;6.0 kVA;2025-04-17;2025-02-25;2025-03-24;27;LBE;;13.739999999999998;4.83;8.64;30.88;3.67;27.21;0.0;31.0;57.0;0.0;0.0;0.0;0.0;0.0;88.0;0.0;0.0;0.0;0.0
PDL_362;4443;C5;BT ≤ 36 kVA LU;12.0 kVA;2025-04-17;2025-02-27;2025-03-26;27;LBE;;96.99;22.380000000000003;4.46;131.27;7.44;123.83;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;0.0;0.0;0.0;0.0
PDL_356;4443;C5;BT ≤ 36 kVA LU;0.7 kVA;2025-04-17;2025-02-27;2025-03-26;27;LBE;;11.52;9.34;17.88;44.67;5.93;38.74;220.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;220.0;0.0;0.0;0.0;0.0
PDL_348;4443;C5;BT ≤ 36 kVA LU;1.0 kVA;2025-04-17;2025-02-20;2025-03-19;27;LBE;;11.829999999999998;4.359999999999999;5.99;24.39;2.21;22.18;57.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.0;0.0;0.0;0.0;0.0
PDL_349;4443;C5;BT ≤ 36 kVA LU;0.6 kVA;2025-04-17;2025-02-21;2025-03-20;27;LBE;;8.62;3.41;5.41;19.25;1.81;17.44;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.0;0.0;0.0;0.0;0.0
PDL_351;4443;C5;BT ≤ 36 kVA LU;0.5 kVA;2025-04-17;2025-02-27;2025-03-26;27;LBE;;8.559999999999999;5.2;9.65;26.55;3.1399999999999997;23.41;107.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;107.0;0.0;0.0;0.0;0.0
PDL_317;3862;C5;BT ≤ 36 kVA LU;5.6 kVA;2025-04-14;2025-03-12;2025-04-11;30;LBE;;46.7;13.68;10.14;76.31;5.79;70.52;111.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;111.0;0.0;0.0;0.0;0.0
PDL_229;3891;C5;BT ≤ 36 kVA LU;0.2 kVA;2025-04-14;2025-03-12;2025-04-11;30;LBE;;4.8500000000000005;1.3800000000000001;2.76;9.66;0.6699999999999999;8.99;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0
PDL_354;3868;C5;BT ≤ 36 kVA LU;6.0 kVA;2025-04-14;2025-03-12;2025-04-11;30;LBE;;49.0;12.45;6.039999999999999;72.15;4.66;67.49;55.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.0;0.0;0.0;0.0;0.0
PDL_387;3872;C5;BT ≤ 36 kVA CU-4 SAISONS;36.0 kVA;2025-04-14;2025-03-12;2025-04-11;30;LBE;;40.33;12.07;14.440000000000001;74.07;7.23;66.84;143.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;143.0;0.0;0.0;0.0;0.0
PDL_308;7647;C5;BT ≤ 36 kVA CU-4 SAISONS;6.0 kVA;2025-05-12;2025-04-10;2025-05-09;29;LBE;;9.029999999999998;3.0700000000000003;5.08;18.83;1.65;17.18;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;0.0;0.0;0.0;0.0
PDL_396;4448;C5;BT ≤ 36 kVA CU-4 SAISONS;3.0 kVA;2025-04-17;2025-02-14;2025-03-31;45;LBE;;24.43;12.170000000000002;26.54;453.89;73.25;380.64;271.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;271.0;0.0;0.0;305.0;12.5
PDL_313;7598;C5;BT ≤ 36 kVA LU;5.0 kVA;2025-05-12;2025-04-11;2025-05-10;29;LBE;;43.66;13.26;10.65;73.34;5.77;67.57;119.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;119.0;0.0;0.0;0.0;0.0
PDL_20;835;C5;BT ≤ 36 kVA CU-4 SAISONS;12.0 kVA;2025-03-19;2025-02-18;2025-03-17;27;LBE;;36.04;13.81;29.69;92.77;13.23;79.54;321.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;321.0;0.0;0.0;0.0;0.0
PDL_388;7650;C5;BT ≤ 36 kVA LU;6.0 kVA;2025-05-12;2025-04-10;2025-05-09;29;LBE;;51.13;14.149999999999999;8.89;79.89;5.72;74.17;95.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;95.0;0.0;0.0;0.0;0.0
PDL_218;7651;C5;BT ≤ 36 kVA CU-4 SAISONS;9.0 kVA;2025-05-12;2025-04-11;2025-05-10;29;LBE;;16.34;15.06;34.51;76.85;10.94;65.91;375.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;375.0;0.0;0.0;0.0;0.0
PDL_185;8195;C5;BT ≤ 36 kVA LU;9.0 kVA;2025-05-15;2025-04-03;2025-05-02;29;LBE;;78.95;31.56;35.51;161.99;15.969999999999999;146.02;460.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;460.0;0.0;0.0;0.0;0.0
PDL_183;8195;C5;BT ≤ 36 kVA LU;2.7 kVA;2025-05-15;2025-04-06;2025-05-05;29;LBE;;25.16;7.62;6.93;43.07;3.3600000000000003;39.71;68.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;68.0;0.0;0.0;0.0;0.0
PDL_214;8195;C5;BT ≤ 36 kVA LU;1.2 kVA;2025-05-15;2025-04-01;2025-04-30;29;LBE;;13.13;4.029999999999999;4.67;23.67;1.8399999999999999;21.83;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;0.0;0.0;0.0;0.0
PDL_184;8195;C5;BT ≤ 36 kVA LU;6.0 kVA;2025-05-15;2025-04-05;2025-05-04;29;LBE;;51.56;15.329999999999998;11.450000000000001;84.89;6.55;78.34;130.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.0;0.0;0.0;0.0;0.0
PDL_186;8195;C5;BT ≤ 36 kVA LU;0.7 kVA;2025-05-15;2025-04-05;2025-05-04;29;LBE;;9.389999999999999;3.55;5.46;20.24;1.8399999999999999;18.4;48.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.0;0.0;0.0;0.0;0.0
PDL_215;8195;C5;BT ≤ 36 kVA LU;8.3 kVA;2025-05-15;2025-04-03;2025-05-02;29;LBE;;68.74;17.4;7.4399999999999995;100.03;6.45;93.58;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.0;0.0;0.0;0.0;0.0
PDL_216;8195;C5;BT ≤ 36 kVA LU;4.9 kVA;2025-05-15;2025-04-02;2025-05-01;29;LBE;;42.19;11.24;6.639999999999999;64.47;4.4;60.07;64.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.0;0.0;0.0;0.0;0.0
PDL_217;8195;C5;BT ≤ 36 kVA CU-4 SAISONS;9.0 kVA;2025-05-15;2025-04-06;2025-05-05;29;LBE;;11.22;2.86;3.02;18.28;1.18;17.1;0.0;7.0;6.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0
PDL_205;8195;C5;BT ≤ 36 kVA CU-4 SAISONS;6.0 kVA;2025-05-15;2025-04-02;2025-05-01;29;LBE;;9.379999999999999;3.9800000000000004;7.43;23.16;2.37;20.79;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.0;0.0;0.0;0.0;0.0
PDL_204;8195;C5;BT ≤ 36 kVA LU;1.2 kVA;2025-05-15;2025-04-03;2025-05-02;29;LBE;;13.62;5.369999999999999;7.59;29.37;2.79;26.58;77.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;77.0;0.0;0.0;0.0;0.0
PDL_203;8195;C5;BT ≤ 36 kVA LU;1.7 kVA;2025-05-15;2025-04-04;2025-05-03;29;LBE;;17.189999999999998;5.38;5.76;30.79;2.46;28.33;52.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.0;0.0;0.0;0.0;0.0
PDL_199;8195;C5;BT ≤ 36 kVA LU;3.4 kVA;2025-05-15;2025-04-04;2025-05-03;29;LBE;;31.85;12.219999999999999;14.29;64.48;6.119999999999999;58.36;169.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;169.0;0.0;0.0;0.0;0.0
PDL_189;8195;C5;BT ≤ 36 kVA LU;1.5 kVA;2025-05-15;2025-04-06;2025-05-05;29;LBE;;15.36;4.27;4.08;25.51;1.8;23.71;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;0.0;0.0;0.0;0.0
PDL_190;8195;C5;BT ≤ 36 kVA LU;0.7 kVA;2025-05-15;2025-04-06;2025-05-05;29;LBE;;9.03;2.57;3.3499999999999996;16.1;1.15;14.95;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0
PDL_191;8195;C5;BT ≤ 36 kVA LU;0.4 kVA;2025-05-15;2025-04-04;2025-05-03;29;LBE;;6.559999999999999;1.69;2.55;11.53;0.73;10.8;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0
PDL_192;8195;C5;BT ≤ 36 kVA LU;2.8 kVA;2025-05-15;2025-04-04;2025-05-03;29;LBE;;26.01;7.96;7.299999999999999;44.8;3.5300000000000002;41.27;73.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.0;0.0;0.0;0.0;0.0
PDL_193;8195;C5;BT ≤ 36 kVA LU;0.8 kVA;2025-05-15;2025-04-05;2025-05-04;29;LBE;;10.059999999999999;3.45;4.88;20.09;1.7;18.39;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0;0.0
PDL_194;8195;C5;BT ≤ 36 kVA LU;0.6 kVA;2025-05-15;2025-04-04;2025-05-05;31;LBE;;8.27;2.4699999999999998;3.63;15.52;1.15;14.37;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0
PDL_195;8195;C5;BT ≤ 36 kVA LU;2.5 kVA;2025-05-15;2025-04-04;2025-05-03;29;LBE;;23.690000000000005;7.48;7.359999999999999;41.93;3.4;38.53;74.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.0;0.0;0.0;0.0;0.0
PDL_196;8195;C5;BT ≤ 36 kVA LU;1.3 kVA;2025-05-15;2025-04-06;2025-05-05;29;LBE;;13.87;4.1;4.45;24.24;1.82;22.42;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;0.0;0.0;0.0
PDL_197;8195;C5;BT ≤ 36 kVA LU;0.2 kVA;2025-05-15;2025-04-04;2025-05-03;29;LBE;;4.959999999999999;1.24;2.34;9.1;0.56;8.54;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0
PDL_198;8195;C5;BT ≤ 36 kVA LU;2.5 kVA;2025-05-15;2025-04-06;2025-05-05;29;LBE;;23.440000000000005;6.8100000000000005;5.909999999999999;39.09;2.9299999999999997;36.16;54.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;0.0;0.0;0.0;0.0
PDL_200;8195;C5;BT ≤ 36 kVA LU;3.0 kVA;2025-05-15;2025-04-05;2025-05-04;29;LBE;;26.77;6.18;2.69;37.78;2.1399999999999997;35.64;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0
PDL_202;8195;C5;BT ≤ 36 kVA LU;1.5 kVA;2025-05-15;2025-04-03;2025-05-02;29;LBE;;15.43;4.47;4.529999999999999;26.37;1.94;24.43;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;0.0;0.0;0.0;0.0
PDL_201;8195;C5;BT ≤ 36 kVA LU;2.0 kVA;2025-05-15;2025-04-06;2025-05-05;29;LBE;;19.3;5.289999999999999;4.45;31.22;2.18;29.04;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;0.0;0.0;0.0
PDL_201;8195;C5;BT ≤ 36 kVA LU;2.0 kVA;2025-05-15;2025-03-06;2025-04-05;30;LBE;;18.889999999999997;5.72;5.76;32.92;2.55;30.37;51.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.0;0.0;0.0;0.0;0.0
PDL_27;4200;C5;BT ≤ 36 kVA LU;5.4 kVA;2025-07-08;2025-06-03;2025-07-02;29;LBE;;49.74;22.03;28.15;111.62;11.700000000000001;99.92;359.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;359.0;0.0;0.0;0.0;0.0
PDL_162;4202;C5;BT ≤ 36 kVA LU;0.9 kVA;2025-07-08;2025-06-03;2025-07-02;29;LBE;;10.66;3.15;3.87;19.1;1.42;17.68;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0
PDL_347;8067;C5;BT ≤ 36 kVA CU-4 SAISONS;36.0 kVA;2025-05-13;2025-04-12;2025-05-11;29;LBE;;59.89;69.46;161.53;342.73;51.85;290.88;1839.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1839.0;0.0;0.0;0.0;0.0
PDL_21;4223;C5;BT ≤ 36 kVA LU;1.8 kVA;2025-07-08;2025-06-03;2025-07-02;29;LBE;;17.52;4.31;3.06;26.52;1.63;24.89;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0
PDL_314;7986;C5;BT ≤ 36 kVA CU-4 SAISONS;9.0 kVA;2025-05-13;2025-04-12;2025-05-11;29;LBE;;13.860000000000001;8.86;18.549999999999997;47.29;6.02;41.27;191.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;191.0;0.0;0.0;0.0;0.0
PDL_127;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;9.0 kVA;2025-05-16;2025-04-01;2025-04-30;29;LBE;;15.93;13.37;30.16;69.11;9.65;59.46;325.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;325.0;0.0;0.0;0.0;0.0
PDL_126;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;9.0 kVA;2025-05-16;2025-03-17;2025-04-16;30;LBE;;16.55;6.89;13.75;42.44;5.25;37.19;135.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;135.0;0.0;0.0;0.0;0.0
PDL_75;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;9.0 kVA;2025-05-16;2025-04-09;2025-05-08;29;LBE;;12.99;6.83;13.33;37.54;4.39;33.15;131.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;131.0;0.0;0.0;0.0;0.0
PDL_74;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;3.0 kVA;2025-05-16;2025-04-06;2025-05-05;29;LBE;;5.9399999999999995;1.33;2.06;9.87;0.54;9.33;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
PDL_125;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;6.0 kVA;2025-05-16;2025-03-21;2025-04-20;30;LBE;;8.2;1.8;2.04;12.7;0.66;12.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PDL_73;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;6.0 kVA;2025-05-16;2025-04-03;2025-05-02;29;LBE;;9.729999999999999;4.66;9.17;26.49;2.93;23.56;83.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;83.0;0.0;0.0;0.0;0.0
PDL_124;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;6.0 kVA;2025-05-16;2025-03-20;2025-04-19;30;LBE;;11.709999999999999;5.1;10.54;31.07;3.72;27.35;98.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.0;0.0;0.0;0.0;0.0
PDL_72;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;9.0 kVA;2025-05-16;2025-04-02;2025-05-01;29;LBE;;12.280000000000001;5.18;9.08;29.61;3.0700000000000003;26.54;82.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82.0;0.0;0.0;0.0;0.0
PDL_71;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;12.0 kVA;2025-05-16;2025-04-02;2025-05-01;29;LBE;;16.21;9.22;18.02;49.44;5.99;43.45;185.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;185.0;0.0;0.0;0.0;0.0
PDL_70;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;9.0 kVA;2025-05-16;2025-04-02;2025-05-01;29;LBE;;11.690000000000001;3.94;5.87;23.56;2.06;21.5;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.0;0.0;0.0;0.0;0.0
PDL_69;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;6.0 kVA;2025-05-16;2025-04-02;2025-05-01;29;LBE;;9.279999999999998;3.71;6.74;21.89;2.16;19.73;55.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.0;0.0;0.0;0.0;0.0
PDL_123;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;6.0 kVA;2025-05-16;2025-03-20;2025-04-19;30;LBE;;9.479999999999999;3.01;5.15;19.42;1.7800000000000002;17.64;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.0;0.0;0.0;0.0;0.0
PDL_122;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;12.0 kVA;2025-05-16;2025-03-21;2025-04-20;30;LBE;;20.22;10.07;20.52;58.35;7.54;50.81;213.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;213.0;0.0;0.0;0.0;0.0
PDL_121;8229;C5;BT ≤ 36 kVA MU-4 SAISONS;36.0 kVA;2025-05-16;2025-03-18;2025-04-17;30;LBE;;181.15;140.89;343.1;791.09;125.95;665.14;3931.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3931.0;0.0;0.0;0.0;0.0
PDL_120;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;9.0 kVA;2025-05-16;2025-03-18;2025-04-17;30;LBE;;87.91;67.85000000000001;170.70999999999998;389.58;63.11;326.47;1944.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1944.0;0.0;0.0;0.0;0.0
PDL_119;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;18.0 kVA;2025-05-16;2025-03-15;2025-04-14;30;LBE;;119.81;78.79;194.65;468.4;75.14999999999999;393.25;2220.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2220.0;0.0;0.0;0.0;0.0
PDL_68;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;9.0 kVA;2025-05-16;2025-04-13;2025-05-12;29;LBE;;15.34;12.23;27.21;63.5;8.72;54.78;291.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;291.0;0.0;0.0;0.0;0.0
PDL_67;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;9.0 kVA;2025-05-16;2025-04-13;2025-05-12;29;LBE;;13.5;8.01;16.37;43.22;5.34;37.88;166.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;166.0;0.0;0.0;0.0;0.0
PDL_134;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;9.0 kVA;2025-05-16;2025-03-15;2025-04-14;30;LBE;;14.989999999999998;5.51;10.190000000000001;34.64;3.95;30.69;94.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.0;0.0;0.0;0.0;0.0
PDL_144;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;9.0 kVA;2025-05-16;2025-03-18;2025-04-17;30;LBE;;14.33;5.34;9.77;33.14;3.7;29.44;89.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.0;0.0;0.0;0.0;0.0
PDL_135;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;24.0 kVA;2025-05-16;2025-03-18;2025-04-17;30;LBE;;28.03;9.52;13.490000000000002;56.86;5.82;51.04;132.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;132.0;0.0;0.0;0.0;0.0
PDL_153;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;18.0 kVA;2025-05-16;2025-03-19;2025-04-18;30;LBE;;58.49;40.48;96.01;230.47;35.489999999999995;194.98;1083.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1083.0;0.0;0.0;0.0;0.0
PDL_66;8229;C5;BT ≤ 36 kVA CU-4 SAISONS;9.0 kVA;2025-05-16;2025-04-13;2025-05-12;29;LBE;;26.490000000000002;37.4;92.03;184.87;28.950000000000003;155.92;1038.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1038.0;0.0;0.0;0.0;0.0
