Numero_PDL;Numero_facture;Segment;Formule_tarifaire_acheminement;Puissance_souscrite;Date_facture;Date_debut_periode;Date_fin_periode;Duree_periode_consommation;Nom_fournisseur;Client_final;Tarif_acheminement;Tarif_taxes_contributions_locales;Tarif_fourniture;Total_TTC;Total_TVA;Total_HTVA;Consommation_BASE;Consommation_HP;Consommation_HC;Consommation_POINTE;Consommation_HPH;Consommation_HCH;Consommation_HPB;Consommation_HCB;Consommation_totale;Depassement;Depassement_puissance_souscrite;Prestations_GRD;Frais_remises_supplementaires
PDL_2;Facture 1;C2;HTALU5;36.0 kW;2025-02-27;2025-01-01;2025-02-01;31;Volterres;SPL LES EAUX DU SAGE;508.29;208.36;691.5;1689.78;281.63;1408.15;0.0;0.0;0.0;1289.0;3397.0;1910.0;0.0;0.0;6596.0;0.0;0.0;0.0;0.0
PDL_2;Facture 2;C2;HTALU5;760.0 kW;2025-02-27;2025-01-01;2025-02-01;31;Volterres;SPL LES EAUX DU SAGE;8227.78;4290.86;16814.57;35199.85;5866.64;29333.21;0.0;0.0;0.0;29663.0;81842.0;51231.0;0.0;0.0;162736.0;0.0;0.0;0.0;0.0
PDL_2;Facture 3;C2;HTACU5;180.0 kW;2025-02-27;2025-01-01;2025-02-01;31;Volterres;SPL LES EAUX DU SAGE;1812.06;717.75;2859.69;6467.4;1077.9;5389.5;0.0;0.0;0.0;4326.0;12752.0;12123.0;0.0;0.0;29201.0;0.0;0.0;0.0;0.0
PDL_2;Facture 4;C2;HTACU5;252.0 kW;2025-02-27;2025-01-01;2025-02-01;31;Volterres;SPL LES EAUX DU SAGE;3418.61;1341.93;5729.23;12587.72;2097.95;10489.77;0.0;0.0;0.0;8795.0;26297.0;22804.0;0.0;0.0;57896.0;3.15;0.24;0.0;0.0
PDL_2;Facture 5;C4;BTSUPCU4;84.0 kVA;2025-02-27;2025-01-01;2025-02-01;31;Volterres;SPL LES EAUX DU SAGE;601.81;175.64;484.14;1513.91;252.32;1261.59;0.0;0.0;0.0;0.0;3459.0;1665.0;0.0;0.0;5124.0;0.0;0.0;0.0;0.0
PDL_2;Facture 6;C2;HTALU5;741.0 kW;2025-02-27;2025-01-01;2025-02-01;31;Volterres;SPL LES EAUX DU SAGE;9119.01;5609.04;22662.02;44868.08;7478.01;37390.07;0.0;0.0;0.0;34188.0;106396.0;87623.0;0.0;0.0;228207.0;0.0;0.0;0.0;0.0
PDL_14;Facture 7;C4;BTSUPLU4;144.0 kVA;2025-02-27;2025-01-01;2025-01-09;8;Volterres;SPL LES EAUX DU SAGE;855.66;278.31;827.35;2353.58;392.26;1961.3200000000002;0.0;0.0;0.0;1184.0;4758.0;2796.0;0.0;0.0;8738.0;0.0;0.0;0.0;0.0
PDL_14;Facture 8;C4;BTSUPCU4;60.0 kVA;2025-02-27;2025-01-01;2025-01-09;8;Volterres;SPL LES EAUX DU SAGE;383.03;119.8;399.6;1082.92;180.49;902.4300000000001;0.0;0.0;0.0;0.0;2882.0;1331.0;0.0;0.0;4213.0;0.0;0.0;0.0;0.0
PDL_14;Facture 9;C4;BTSUPCU4;66.0 kVA;2025-02-27;2025-01-01;2025-01-09;8;Volterres;SPL LES EAUX DU SAGE;380.79;117.44;377.64;1051.04;175.17;875.87;0.0;0.0;0.0;0.0;2711.0;1278.0;0.0;0.0;3989.0;0.0;0.0;0.0;0.0
PDL_14;Facture 10;C4;BTSUPCU4;144.0 kVA;2025-02-27;2025-01-01;2025-01-09;8;Volterres;SPL LES EAUX DU SAGE;779.51;246.0;837.35;2235.43;372.57;1862.8600000000001;0.0;0.0;0.0;0.0;6035.0;2796.0;0.0;0.0;8831.0;0.0;0.0;0.0;0.0
PDL_14;Facture 11;C4;BTSUPCU4;66.0 kVA;2025-02-27;2025-01-01;2025-01-09;8;Volterres;SPL LES EAUX DU SAGE;260.69;72.39;169.79;603.44;100.57;502.87;0.0;0.0;0.0;0.0;1223.0;568.0;0.0;0.0;1791.0;0.0;0.0;0.0;0.0
PDL_14;Facture 12;C2;HTALU5;570.0 kW;2025-02-27;2025-01-01;2025-02-01;31;Volterres;SPL LES EAUX DU SAGE;4708.16;2023.18;6256.14;15584.98;2597.5;12987.48;0.0;0.0;0.0;9335.0;28904.0;25165.0;0.0;0.0;63404.0;0.0;0.0;0.0;0.0
PDL_15;Facture 13;C4;BTSUPCU4;54.0 kVA;2025-02-27;2025-01-01;2025-01-09;8;Volterres;SPL LES EAUX DU SAGE;143.18;31.56;1.8;211.85;35.31;176.54000000000002;0.0;0.0;0.0;0.0;13.0;6.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0
PDL_15;Facture 14;C2;HTALU5;290.0 kW;2025-02-27;2025-01-01;2025-02-01;31;Volterres;SPL LES EAUX DU SAGE;2649.53;1120.99;3311.81;8498.8;1416.47;7082.33;0.0;0.0;0.0;4088.0;16150.0;13753.0;0.0;0.0;33991.0;0.0;0.0;0.0;0.0
PDL_15;Facture 15;C4;BTSUPLU4;144.0 kVA;2025-02-27;2025-01-09;2025-02-09;31;Volterres;SPL LES EAUX DU SAGE;2059.36;863.17;3320.25;7491.34;1248.56;6242.780000000001;0.0;0.0;0.0;5199.0;18270.0;11821.0;0.0;0.0;35290.0;0.0;0.0;0.0;0.0
PDL_15;Facture 16;C4;BTSUPCU4;66.0 kVA;2025-02-27;2025-01-09;2025-02-09;31;Volterres;SPL LES EAUX DU SAGE;1046.8;387.05;1530.45;3557.16;592.86;2964.3;0.0;0.0;0.0;0.0;10957.0;5227.0;0.0;0.0;16184.0;0.0;0.0;0.0;0.0
PDL_15;Facture 17;C4;BTSUPCU4;54.0 kVA;2025-02-27;2025-01-09;2025-02-09;31;Volterres;SPL LES EAUX DU SAGE;130.3;29.25;6.6;199.38;33.23;166.15;0.0;0.0;0.0;0.0;47.0;23.0;0.0;0.0;70.0;0.0;0.0;0.0;0.0
PDL_15;Facture 18;C4;BTSUPCU4;66.0 kVA;2025-02-27;2025-01-09;2025-02-09;31;Volterres;SPL LES EAUX DU SAGE;658.3;234.1;871.09;2116.19;352.7;1763.49;0.0;0.0;0.0;0.0;6227.0;2990.0;0.0;0.0;9217.0;0.0;0.0;0.0;0.0
PDL_13;Facture 19;C4;BTSUPCU4;60.0 kVA;2025-02-27;2025-01-09;2025-02-09;31;Volterres;SPL LES EAUX DU SAGE;1097.54;404.0;1612.01;3736.26;622.71;3113.55;0.0;0.0;0.0;0.0;11537.0;5512.0;0.0;0.0;17049.0;11.75;1.0;0.0;0.0
PDL_13;Facture 20;C4;BTSUPCU4;144.0 kVA;2025-02-27;2025-01-09;2025-02-09;31;Volterres;SPL LES EAUX DU SAGE;2043.79;757.51;3023.68;6989.98;1165.0;5824.98;0.0;0.0;0.0;0.0;21827.0;10041.0;0.0;0.0;31868.0;0.0;0.0;0.0;0.0
PDL_13;Facture 21;C2;HTALU5;741.0 kW;2025-04-11;2025-02-01;2025-03-01;28;Volterres;SPL LES EAUX DU SAGE;7091.92;5440.62;21807.69;41208.28;6868.05;34340.229999999996;0.0;0.0;0.0;32182.0;99641.0;90279.0;0.0;0.0;222102.0;0.0;0.0;0.0;0.0
PDL_13;Facture 22;C4;BTSUPLU4;144.0 kVA;2025-04-11;2025-02-09;2025-03-09;28;Volterres;SPL LES EAUX DU SAGE;2018.69;953.89;3164.41;7364.39;1227.4;6136.99;0.0;0.0;0.0;3770.0;19043.0;10556.0;0.0;0.0;33369.0;0.0;0.0;0.0;0.0
PDL_13;Facture 23;C4;BTSUPCU4;144.0 kVA;2025-04-11;2025-02-09;2025-03-09;28;Volterres;SPL LES EAUX DU SAGE;1907.45;793.88;2692.74;6472.88;1078.81;5394.07;0.0;0.0;0.0;0.0;19566.0;8738.0;0.0;0.0;28304.0;0.0;0.0;0.0;0.0
PDL_13;Facture 24;C2;HTALU5;760.0 kW;2025-04-11;2025-02-01;2025-03-01;28;Volterres;SPL LES EAUX DU SAGE;5743.91;3652.34;14606.24;28802.99;4800.5;24002.489999999998;0.0;0.0;0.0;25456.0;70438.0;46222.0;0.0;0.0;142116.0;0.0;0.0;0.0;0.0
PDL_3;Facture 25;C2;HTALU5;741.0 kW;2025-04-11;2025-03-01;2025-04-01;31;Volterres;SPL LES EAUX DU SAGE;7770.26;6244.18;23651.67;45199.33;7533.22;37666.11;0.0;0.0;0.0;0.0;147027.0;108678.0;0.0;0.0;255705.0;0.0;0.0;0.0;0.0
PDL_3;Facture 26;C4;BTSUPCU4;60.0 kVA;2025-04-11;2025-02-09;2025-03-09;28;Volterres;SPL LES EAUX DU SAGE;1055.02;442.42;1501.2;3598.37;599.73;2998.6400000000003;0.0;0.0;0.0;0.0;10774.0;5085.0;0.0;0.0;15859.0;0.0;0.0;0.0;0.0
PDL_3;Facture 27;C2;HTACU5;252.0 kW;2025-04-11;2025-02-01;2025-03-01;28;Volterres;SPL LES EAUX DU SAGE;3130.64;1322.93;5456.35;11891.9;1981.98;9909.92;0.0;0.0;0.0;8193.0;24761.0;22564.0;0.0;0.0;55518.0;4.52;0.32;0.0;0.0
PDL_3;Facture 28;C4;BTSUPLU4;144.0 kVA;2025-04-11;2025-03-09;2025-04-09;31;Volterres;SPL LES EAUX DU SAGE;1832.56;971.07;2800.21;6724.61;1120.77;5603.84;0.0;0.0;0.0;0.0;17240.0;8090.0;5537.0;2836.0;33703.0;0.0;0.0;0.0;0.0
PDL_3;Facture 29;C2;HTALU5;760.0 kW;2025-04-11;2025-03-01;2025-04-01;31;Volterres;SPL LES EAUX DU SAGE;6045.15;3952.88;14783.35;29737.66;4956.28;24781.379999999997;0.0;0.0;0.0;0.0;102432.0;50876.0;0.0;0.0;153308.0;0.0;0.0;0.0;0.0
PDL_3;Facture 30;C4;BTSUPCU4;144.0 kVA;2025-04-11;2025-03-09;2025-04-09;31;Volterres;SPL LES EAUX DU SAGE;1875.33;917.19;2693.33;6583.02;1097.17;5485.85;0.0;0.0;0.0;0.0;16447.0;7126.0;6563.0;2659.0;32795.0;0.0;0.0;0.0;0.0
PDL_12;Facture 31;C4;BTSUPCU4;66.0 kVA;2025-04-11;2025-02-09;2025-03-09;28;Volterres;SPL LES EAUX DU SAGE;981.19;407.67;1369.59;3310.14;551.69;2758.45;0.0;0.0;0.0;0.0;9834.0;4632.0;0.0;0.0;14466.0;0.0;0.0;0.0;0.0
PDL_12;Facture 32;C2;HTALU5;36.0 kW;2025-04-11;2025-02-01;2025-03-01;28;Volterres;SPL LES EAUX DU SAGE;330.71;193.02;632.79;1387.82;231.3;1156.52;0.0;0.0;0.0;1234.0;3014.0;1786.0;0.0;0.0;6034.0;0.0;0.0;0.0;0.0
PDL_12;Facture 33;C2;HTACU5;180.0 kW;2025-04-11;2025-02-01;2025-03-01;28;Volterres;SPL LES EAUX DU SAGE;1562.82;780.69;2718.14;6073.98;1012.33;5061.65;0.0;0.0;0.0;4162.0;12277.0;11164.0;0.0;0.0;27603.0;0.0;0.0;0.0;0.0
PDL_12;Facture 34;C4;BTSUPCU4;84.0 kVA;2025-04-11;2025-02-01;2025-03-01;28;Volterres;SPL LES EAUX DU SAGE;298.37;98.25;233.19;755.77;125.96;629.81;0.0;0.0;0.0;0.0;1671.0;794.0;0.0;0.0;2465.0;0.0;0.0;0.0;0.0
PDL_12;Facture 35;C4;BTSUPCU4;60.0 kVA;2025-04-11;2025-03-09;2025-04-09;31;Volterres;SPL LES EAUX DU SAGE;1048.05;507.99;1516.42;3686.95;614.49;3072.46;0.0;0.0;0.0;0.0;9346.0;4333.0;3088.0;1484.0;18251.0;0.0;0.0;0.0;0.0
PDL_12;Facture 36;C2;HTACU5;252.0 kW;2025-04-11;2025-03-01;2025-04-01;31;Volterres;SPL LES EAUX DU SAGE;3320.68;1475.05;5747.01;12651.29;2108.55;10542.74;0.0;0.0;0.0;0.0;36056.0;25872.0;0.0;0.0;61928.0;0.0;0.0;0.0;0.0
PDL_4;Facture 37;C4;BTSUPCU4;66.0 kVA;2025-04-11;2025-03-09;2025-04-09;31;Volterres;SPL LES EAUX DU SAGE;890.03;421.89;1241.46;3064.06;510.68;2553.38;0.0;0.0;0.0;0.0;7735.0;3406.0;2553.0;1199.0;14893.0;0.0;0.0;0.0;0.0
PDL_4;Facture 38;C2;HTALU5;36.0 kW;2025-04-11;2025-03-01;2025-04-01;31;Volterres;SPL LES EAUX DU SAGE;350.19;208.35;631.66;1428.24;238.04;1190.1999999999998;0.0;0.0;0.0;0.0;4497.0;1979.0;0.0;0.0;6476.0;0.0;0.0;0.0;0.0
PDL_4;Facture 39;C4;BTSUPCU4;84.0 kVA;2025-04-11;2025-03-01;2025-04-01;31;Volterres;SPL LES EAUX DU SAGE;311.01;99.77;228.11;766.67;127.78;638.89;0.0;0.0;0.0;0.0;1677.0;709.0;0.0;0.0;2386.0;0.0;0.0;0.0;0.0
PDL_4;Facture 40;C2;HTACU5;180.0 kW;2025-04-11;2025-03-01;2025-04-01;31;Volterres;SPL LES EAUX DU SAGE;1590.85;836.85;2750.12;6213.38;1035.56;5177.82;0.0;0.0;0.0;0.0;17450.0;12063.0;0.0;0.0;29513.0;0.0;0.0;0.0;0.0
PDL_4;Facture 41;C4;BTSUPCU4;66.0 kVA;2025-04-11;2025-02-09;2025-03-09;28;Volterres;SPL LES EAUX DU SAGE;506.67;197.33;605.11;1570.93;261.82;1309.1100000000001;0.0;0.0;0.0;0.0;4251.0;2196.0;0.0;0.0;6447.0;0.0;0.0;0.0;0.0
PDL_4;Facture 42;C4;BTSUPCU4;54.0 kVA;2025-04-11;2025-02-09;2025-03-09;28;Volterres;SPL LES EAUX DU SAGE;116.23;26.35;6.1;178.42;29.74;148.68;0.0;0.0;0.0;0.0;43.0;22.0;0.0;0.0;65.0;0.0;0.0;0.0;0.0
PDL_11;Facture 43;C4;BTSUPCU4;66.0 kVA;2025-04-11;2025-03-09;2025-04-09;31;Volterres;SPL LES EAUX DU SAGE;422.57;177.69;463.83;1276.91;212.82;1064.09;0.0;0.0;0.0;0.0;2849.0;1358.0;914.0;462.0;5583.0;0.0;0.0;0.0;0.0
PDL_11;Facture 44;C2;HTALU5;290.0 kW;2025-04-11;2025-02-01;2025-03-01;28;Volterres;SPL LES EAUX DU SAGE;1554.61;821.35;2734.86;6132.98;1022.16;5110.82;0.0;0.0;0.0;4267.0;12605.0;10656.0;0.0;0.0;27528.0;0.0;0.0;0.0;0.0
PDL_11;Facture 45;C4;BTSUPCU4;54.0 kVA;2025-04-11;2025-03-09;2025-04-09;31;Volterres;SPL LES EAUX DU SAGE;127.94;29.13;5.77;195.41;32.57;162.84;0.0;0.0;0.0;0.0;35.0;17.0;12.0;6.0;70.0;0.0;0.0;0.0;0.0
PDL_11;Facture 46;C2;HTALU5;570.0 kW;2025-04-11;2025-02-01;2025-03-01;28;Volterres;SPL LES EAUX DU SAGE;2863.22;1520.48;5150.3;11440.8;1906.8;9534.0;0.0;0.0;0.0;8036.0;23052.0;21177.0;0.0;0.0;52265.0;0.0;0.0;0.0;0.0
PDL_11;Facture 47;C2;HTALU5;290.0 kW;2025-04-11;2025-03-01;2025-04-01;31;Volterres;SPL LES EAUX DU SAGE;1763.72;989.26;3204.7;7149.22;1191.54;5957.68;0.0;0.0;0.0;0.0;20920.0;13109.0;0.0;0.0;34029.0;0.0;0.0;0.0;0.0
PDL_11;Facture 48;C2;HTALU5;570.0 kW;2025-04-11;2025-03-01;2025-04-01;31;Volterres;SPL LES EAUX DU SAGE;3059.51;1636.39;5200.03;11875.12;1979.19;9895.93;0.0;0.0;0.0;0.0;33041.0;22735.0;0.0;0.0;55776.0;0.0;0.0;0.0;0.0
PDL_5;Facture 49;C2;HTALU5;290.0 kW;2025-05-06;2025-04-01;2025-05-01;30;Volterres;SPL LES EAUX DU SAGE;1196.5;950.66;1669.48;4579.97;763.33;3816.64;0.0;0.0;0.0;0.0;0.0;0.0;21632.0;11002.0;32634.0;0.0;0.0;0.0;0.0
PDL_5;Facture 50;C4;BTSUPCU4;84.0 kVA;2025-05-06;2025-04-01;2025-05-01;30;Volterres;SPL LES EAUX DU SAGE;244.21;124.39;162.24;637.01;106.17;530.84;0.0;0.0;0.0;0.0;0.0;1.0;2354.0;1015.0;3370.0;0.0;0.0;0.0;0.0
PDL_5;Facture 51;C2;HTACU5;252.0 kW;2025-05-06;2025-04-01;2025-05-01;30;Volterres;SPL LES EAUX DU SAGE;778.77;1414.98;2933.28;6152.44;1025.41;5127.030000000001;0.0;0.0;0.0;0.0;0.0;0.0;34900.0;24475.0;59375.0;0.0;0.0;0.0;0.0
PDL_5;Facture 52;C2;HTALU5;760.0 kW;2025-05-06;2025-04-01;2025-05-01;30;Volterres;SPL LES EAUX DU SAGE;3152.18;3727.69;7434.91;17177.74;2862.96;14314.779999999999;0.0;0.0;0.0;0.0;0.0;0.0;98337.0;45684.0;144021.0;0.0;0.0;0.0;0.0
PDL_5;Facture 53;C2;HTALU5;570.0 kW;2025-05-06;2025-04-01;2025-05-01;30;Volterres;SPL LES EAUX DU SAGE;2007.83;1516.36;2566.09;7308.34;1218.06;6090.28;0.0;0.0;0.0;0.0;0.0;0.0;31987.0;19001.0;50988.0;0.0;0.0;0.0;0.0
PDL_5;Facture 54;C2;HTALU5;36.0 kW;2025-05-06;2025-04-01;2025-05-01;30;Volterres;SPL LES EAUX DU SAGE;211.41;204.17;335.33;901.09;150.18;750.91;0.0;0.0;0.0;0.0;0.0;0.0;4636.0;1728.0;6364.0;0.0;0.0;0.0;0.0
PDL_7;Facture 55;C2;HTACU5;180.0 kW;2025-05-06;2025-04-01;2025-05-01;30;Volterres;SPL LES EAUX DU SAGE;474.64;798.52;1386.73;3191.87;531.98;2659.89;0.0;0.0;0.0;0.0;0.0;0.0;16409.0;11720.0;28129.0;0.0;0.0;0.0;0.0
PDL_7;Facture 56;C2;HTALU5;741.0 kW;2025-05-06;2025-04-01;2025-05-01;30;Volterres;SPL LES EAUX DU SAGE;3810.19;6325.99;12931.97;27681.78;4613.63;23068.15;0.0;0.0;0.0;0.0;0.0;0.0;156491.0;103554.0;260045.0;0.0;0.0;0.0;0.0
PDL_7;Facture 57;C4;BTSUPCU4;84.0 kVA;2025-06-06;2025-05-01;2025-06-01;31;Volterres;SPL LES EAUX DU SAGE;305.84;189.51;278.29;928.37;154.73;773.64;0.0;0.0;0.0;0.0;0.0;0.0;3845.0;1962.0;5807.0;0.0;0.0;0.0;0.0
PDL_7;Facture 58;C4;BTSUPCU4;66.0 kVA;2025-06-06;2025-04-09;2025-05-09;30;Volterres;SPL LES EAUX DU SAGE;471.26;400.09;677.51;1858.63;309.77;1548.86;0.0;0.0;0.0;0.0;0.0;0.0;9645.0;4455.0;14100.0;0.0;0.0;0.0;0.0
PDL_7;Facture 59;C4;BTSUPLU4;144.0 kVA;2025-06-06;2025-04-09;2025-05-09;30;Volterres;SPL LES EAUX DU SAGE;1077.68;947.34;1577.34;4322.83;720.47;3602.3599999999997;0.0;0.0;0.0;0.0;0.0;0.0;21857.0;11048.0;32905.0;0.0;0.0;0.0;0.0
PDL_7;Facture 60;C2;HTACU5;180.0 kW;2025-06-06;2025-05-01;2025-06-01;31;Volterres;SPL LES EAUX DU SAGE;494.1;850.33;1454.31;3358.49;559.75;2798.74;0.0;0.0;0.0;0.0;0.0;0.0;16405.0;13622.0;30027.0;0.0;0.0;0.0;0.0
PDL_6;Facture 61;C2;HTACU5;252.0 kW;2025-06-06;2025-05-01;2025-06-01;31;Volterres;SPL LES EAUX DU SAGE;789.84;1414.39;2926.91;6157.37;1026.23;5131.139999999999;0.0;0.0;0.0;0.0;0.0;0.0;34846.0;24386.0;59232.0;0.0;0.0;0.0;0.0
PDL_6;Facture 62;C4;BTSUPCU4;60.0 kVA;2025-06-06;2025-04-09;2025-05-09;30;Volterres;SPL LES EAUX DU SAGE;561.95;493.86;853.19;2290.8;381.8;1909.0;0.0;0.0;0.0;0.0;0.0;0.0;12207.0;5541.0;17748.0;12.65;1.0;0.0;0.0
PDL_6;Facture 63;C4;BTSUPCU4;144.0 kVA;2025-06-06;2025-04-09;2025-05-09;30;Volterres;SPL LES EAUX DU SAGE;1054.19;943.69;1629.07;4352.34;725.39;3626.95;0.0;0.0;0.0;0.0;0.0;0.0;23407.0;10468.0;33875.0;0.0;0.0;0.0;0.0
PDL_6;Facture 64;C2;HTALU5;36.0 kW;2025-06-06;2025-05-01;2025-06-01;31;Volterres;SPL LES EAUX DU SAGE;220.77;220.2;365.29;967.51;161.25;806.26;0.0;0.0;0.0;0.0;0.0;0.0;5057.0;1871.0;6928.0;0.0;0.0;0.0;0.0
PDL_6;Facture 65;C2;HTALU5;741.0 kW;2025-06-06;2025-05-01;2025-06-01;31;Volterres;SPL LES EAUX DU SAGE;3972.2;6676.43;13613.65;29114.74;4852.46;24262.28;0.0;0.0;0.0;0.0;0.0;0.0;162966.0;111950.0;274916.0;0.0;0.0;0.0;0.0
PDL_6;Facture 66;C2;HTALU5;760.0 kW;2025-06-06;2025-05-01;2025-06-01;31;Volterres;SPL LES EAUX DU SAGE;3215.14;3693.84;7365.52;17129.4;2854.9;14274.5;0.0;0.0;0.0;0.0;0.0;0.0;98764.0;43031.0;141795.0;0.0;0.0;0.0;0.0
PDL_8;Facture 67;C4;BTSUPCU4;54.0 kVA;2025-06-06;2025-04-09;2025-05-09;30;Volterres;SPL LES EAUX DU SAGE;122.08;28.22;3.31;184.33;30.72;153.61;0.0;0.0;0.0;0.0;0.0;0.0;47.0;22.0;69.0;0.0;0.0;0.0;0.0
PDL_8;Facture 68;C2;HTALU5;290.0 kW;2025-06-06;2025-05-01;2025-06-01;31;Volterres;SPL LES EAUX DU SAGE;1199.79;860.99;1422.56;4180.01;696.67;3483.3399999999997;0.0;0.0;0.0;0.0;0.0;0.0;17638.0;10690.0;28328.0;0.0;0.0;0.0;0.0
PDL_8;Facture 69;C2;HTALU5;570.0 kW;2025-06-06;2025-05-01;2025-06-01;31;Volterres;SPL LES EAUX DU SAGE;2031.65;1420.14;2301.91;6904.44;1150.74;5753.7;0.0;0.0;0.0;0.0;0.0;0.0;28044.0;18121.0;46165.0;0.0;0.0;0.0;0.0
PDL_8;Facture 70;C4;BTSUPCU4;66.0 kVA;2025-06-06;2025-04-09;2025-05-09;30;Volterres;SPL LES EAUX DU SAGE;227.4;129.77;182.15;647.18;107.86;539.32;0.0;0.0;0.0;0.0;0.0;0.0;2569.0;1225.0;3794.0;0.0;0.0;0.0;0.0
PDL_8;Facture 71;C2;HTALU5;760.0 kW;2025-07-07;2025-06-01;2025-07-01;30;Volterres;SPL LES EAUX DU SAGE;3190.87;3875.63;7722.3;17746.56;2957.76;14788.8;0.0;0.0;0.0;0.0;0.0;0.0;100601.0;49995.0;150596.0;0.0;0.0;0.0;0.0
PDL_8;Facture 72;C2;HTALU5;741.0 kW;2025-07-07;2025-06-01;2025-07-01;30;Volterres;SPL LES EAUX DU SAGE;3854.38;6524.64;13211.04;28308.07;4718.01;23590.06;0.0;0.0;0.0;0.0;0.0;0.0;154961.0;113913.0;268874.0;0.0;0.0;0.0;0.0
PDL_9;Facture 73;C4;BTSUPCU4;84.0 kVA;2025-07-07;2025-06-01;2025-07-01;30;Volterres;SPL LES EAUX DU SAGE;241.93;121.71;157.42;625.27;104.21;521.06;0.0;0.0;0.0;0.0;0.0;0.0;2304.0;964.0;3268.0;0.0;0.0;0.0;0.0
PDL_9;Facture 74;C2;HTALU5;36.0 kW;2025-07-07;2025-06-01;2025-07-01;30;Volterres;SPL LES EAUX DU SAGE;219.96;241.73;399.61;1033.56;172.26;861.3;0.0;0.0;0.0;0.0;0.0;0.0;5201.0;2595.0;7796.0;0.0;0.0;0.0;0.0
PDL_9;Facture 75;C4;BTSUPCU4;60.0 kVA;2025-07-07;2025-05-09;2025-06-09;31;Volterres;SPL LES EAUX DU SAGE;648.41;529.27;916.67;2513.22;418.87;2094.35;0.0;0.0;0.0;0.0;0.0;0.0;13166.0;5896.0;19062.0;63.25;5.0;0.0;0.0
PDL_9;Facture 76;C4;BTSUPCU4;66.0 kVA;2025-07-07;2025-05-09;2025-06-09;31;Volterres;SPL LES EAUX DU SAGE;529.15;460.69;786.39;2131.48;355.25;1776.23;0.0;0.0;0.0;0.0;0.0;0.0;11149.0;5223.0;16372.0;0.0;0.0;0.0;0.0
PDL_9;Facture 77;C2;HTACU5;252.0 kW;2025-07-07;2025-06-01;2025-07-01;30;Volterres;SPL LES EAUX DU SAGE;760.45;1366.87;2800.45;5913.32;985.55;4927.7699999999995;0.0;0.0;0.0;0.0;0.0;0.0;32480.0;24757.0;57237.0;0.0;0.0;0.0;0.0
PDL_9;Facture 78;C4;BTSUPLU4;144.0 kVA;2025-07-07;2025-05-09;2025-06-09;31;Volterres;SPL LES EAUX DU SAGE;1103.44;965.74;1606.12;4410.36;735.06;3675.3;0.0;0.0;0.0;0.0;0.0;0.0;22298.0;11202.0;33500.0;0.0;0.0;0.0;0.0
PDL_10;Facture 79;C2;HTACU5;180.0 kW;2025-07-07;2025-06-01;2025-07-01;30;Volterres;SPL LES EAUX DU SAGE;493.6;877.13;1516.7;3464.92;577.49;2887.4300000000003;0.0;0.0;0.0;0.0;0.0;0.0;17397.0;13729.0;31126.0;0.0;0.0;0.0;0.0
PDL_10;Facture 80;C4;BTSUPCU4;144.0 kVA;2025-07-07;2025-05-09;2025-06-09;31;Volterres;SPL LES EAUX DU SAGE;1116.15;1007.87;1741.43;4638.54;773.09;3865.45;0.0;0.0;0.0;0.0;0.0;0.0;24712.0;11540.0;36252.0;0.0;0.0;0.0;0.0
PDL_10;Facture 81;C4;BTSUPCU4;66.0 kVA;2025-07-07;2025-05-09;2025-06-09;31;Volterres;SPL LES EAUX DU SAGE;207.95;103.33;132.39;532.4;88.73;443.66999999999996;0.0;0.0;0.0;0.0;0.0;0.0;1939.0;809.0;2748.0;0.0;0.0;0.0;0.0
PDL_10;Facture 82;C4;BTSUPCU4;54.0 kVA;2025-07-07;2025-05-09;2025-06-09;31;Volterres;SPL LES EAUX DU SAGE;126.25;29.28;3.64;191.0;31.83;159.17;0.0;0.0;0.0;0.0;0.0;0.0;51.0;25.0;76.0;0.0;0.0;0.0;0.0
PDL_10;Facture 83;C2;HTALU5;290.0 kW;2025-07-07;2025-06-01;2025-07-01;30;Volterres;SPL LES EAUX DU SAGE;1233.43;1094.84;1938.84;5120.53;853.42;4267.11;0.0;0.0;0.0;0.0;0.0;0.0;23379.0;15663.0;39042.0;0.0;0.0;0.0;0.0
PDL_10;Facture 84;C2;HTALU5;570.0 kW;2025-07-07;2025-06-01;2025-07-01;30;Volterres;SPL LES EAUX DU SAGE;2011.69;1540.97;2578.47;7357.36;1226.23;6131.129999999999;0.0;0.0;0.0;0.0;0.0;0.0;30848.0;21234.0;52082.0;0.0;0.0;0.0;0.0
PDL_127;710;C5;BT ≤ 36 kVA CU-4 SAISONS;9.0 kVA;2025-03-18;2025-02-01;2025-02-28;27;LBE;;39.82;16.1;37.07000000000001;109.37;16.38;92.99;406.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;406.0;0.0;0.0;0.0;0.0
PDL_126;710;C5;BT ≤ 36 kVA CU-4 SAISONS;9.0 kVA;2025-03-18;2025-01-17;2025-02-16;30;LBE;;19.48;5.9399999999999995;13.580000000000002;44.67;5.67;39.0;133.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;133.0;0.0;0.0;0.0;0.0
PDL_75;710;C5;BT ≤ 36 kVA CU-4 SAISONS;9.0 kVA;2025-03-18;2025-02-09;2025-03-08;27;LBE;;18.880000000000003;6.16;11.47;41.59;5.08;36.51;111.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;111.0;0.0;0.0;0.0;0.0
